MetamorphicFacies_Benambran,MetamorphicFacies_KanimblanTablelands,MetamorphicFacies_Tabberabberan,Intrusions_Tabberabberan,RockUnits_LAO
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Granite,Null
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Null
Greenschist facies,Subgreenschist facies,Greenschist facies,Igneous rock,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Monzonite
Null,Subgreenschist facies,Null,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Null,Subgreenschist facies,Null,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Granodiorite,Granodiorite
